DATE,TMAX,TMIN
20160309,73.0,53.0
20160310,63.0,52.0
20160311,58.0,45.0
20160312,65.0,46.0
20160313,63.0,54.0
20160314,70.0,51.0
20160315,74.0,54.0
20160316,71.0,52.0
20160317,63.0,37.0
20160318,60.0,32.0
20160319,47.0,36.0
20160320,46.0,27.0
20160321,52.0,29.0
20160322,65.0,33.0
20160323,62.0,51.0
20160324,70.0,49.0
20160325,50.0,34.0
20160326,63.0,31.0
20160327,76.0,36.0
20160328,52.0,43.0
20160329,58.0,35.0
20160330,72.0,35.0
20160331,70.0,53.0
20160401,63.0,46.0
20160402,54.0,33.0
20160403,59.0,26.0
20160404,61.0,34.0
20160405,46.0,31.0
20160406,66.0,36.0
20160407,48.0,37.0
20160408,45.0,30.0
20160409,42.0,29.0
20160410,60.0,28.0
20160411,61.0,41.0
20160412,54.0,33.0
20160413,60.0,34.0
20160414,67.0,35.0
20160415,76.0,38.0
20160416,78.0,44.0
20160417,81.0,45.0
20160418,83.0,47.0
20160419,83.0,49.0
20160420,82.0,52.0
20160421,72.0,55.0
20160422,67.0,54.0
20160423,67.0,47.0
20160424,76.0,42.0
20160425,80.0,49.0
20160426,82.0,59.0
20160427,65.0,50.0
20160428,77.0,56.0
20160429,69.0,55.0
20160430,62.0,53.0
20160501,80.0,59.0
20160502,67.0,56.0
20160503,60.0,50.0
20160504,60.0,45.0
20160505,59.0,41.0
20160506,71.0,43.0
20160507,76.0,46.0
20160508,61.0,43.0
20160509,61.0,52.0
20160510,75.0,56.0
20160511,81.0,58.0
20160512,78.0,59.0
20160513,69.0,52.0
20160514,57.0,46.0
20160515,60.0,38.0
20160516,63.0,32.0
20160517,57.0,49.0
20160518,69.0,49.0
20160519,71.0,43.0
20160520,70.0,48.0
20160521,66.0,52.0
20160522,79.0,47.0
20160523,77.0,47.0
20160524,82.0,49.0
20160525,82.0,56.0
20160526,81.0,63.0
20160527,85.0,61.0
20160528,86.0,66.0
20160529,86.0,64.0
20160530,88.0,62.0
20160531,87.0,62.0
20160601,87.0,62.0
20160602,80.0,64.0
20160603,85.0,64.0
20160604,81.0,66.0
20160605,82.0,64.0
20160606,84.0,61.0
20160607,75.0,53.0
20160608,75.0,50.0
20160609,82.0,48.0
20160610,83.0,58.0
20160611,90.0,62.5
20160612,92.0,67.0
20160613,87.0,54.0
20160614,88.0,61.0
20160615,87.0,65.0
20160616,88.0,64.0
20160617,86.0,65.0
20160618,86.0,60.0
20160619,88.0,60.0
20160620,90.0,68.0
20160621,88.0,64.0
20160622,79.0,61.0
20160623,90.0,68.0
20160624,86.0,65.0
20160625,90.0,61.0
20160626,92.0,66.0
20160627,91.0,71.0
20160628,85.0,62.0
20160629,79.0,56.0
20160630,82.0,54.0
20160701,84.0,60.0
20160702,80.0,54.0
20160703,69.0,62.0
20160704,76.0,63.0
20160705,86.0,67.0
20160706,86.0,67.0
20160707,84.0,69.0
20160708,83.0,69.0
20160709,83.0,64.0
20160710,85.0,61.0
20160711,88.0,62.0
20160712,88.0,66.0
20160713,91.0,69.0
20160714,89.0,67.0
20160715,88.0,68.0
20160716,84.0,64.0
20160717,88.0,61.0
20160718,87.0,68.0
20160719,90.0,67.0
20160720,91.0,67.0
20160721,91.0,67.0
20160722,90.0,72.0
20160723,93.0,70.0
20160724,94.0,72.0
20160725,94.0,76.0
20160726,88.0,72.0
20160727,89.0,72.0
20160728,84.0,72.0
20160729,87.0,69.0
20160730,88.0,69.0
20160731,87.0,68.0
20160801,87.0,67.0
20160802,90.0,69.0
20160803,89.0,68.0
20160804,91.0,70.0
20160805,90.0,70.0
20160806,89.0,66.0
20160807,88.0,63.0
20160808,88.0,65.0
20160809,89.0,68.0
20160810,89.0,73.0
20160811,91.0,75.0
20160812,92.0,73.0
20160813,87.0,74.0
20160814,85.0,72.0
20160815,85.0,70.0
20160816,83.0,72.0
20160817,83.0,70.0
20160818,85.0,69.0
20160819,86.0,70.0
20160820,82.0,68.0
20160821,80.0,61.0
20160822,80.0,57.0
20160823,83.0,58.0
20160824,87.0,63.0
20160825,91.0,73.0
20160826,92.0,70.0
20160827,91.0,70.0
20160828,93.0,69.0
20160829,91.0,66.0
20160830,91.0,67.0
20160831,88.0,68.0
20160901,79.0,62.0
20160902,79.0,58.0
20160903,81.0,58.0
20160904,84.0,57.0
20160905,90.0,59.0
20160906,90.0,64.0
20160907,90.0,69.0
20160908,90.0,71.0
20160909,87.0,71.0
20160910,88.0,64.0
20160911,78.0,55.0
20160912,81.0,55.0
20160913,83.0,55.0
20160914,86.0,57.0
20160915,81.0,60.0
20160916,88.0,60.0
20160917,79.0,68.0
20160918,84.0,67.0
20160919,85.0,61.0
20160920,87.0,59.0
20160921,88.0,58.0
20160922,89.0,59.0
20160923,90.0,61.0
20160924,83.0,66.0
20160925,86.0,61.0
20160926,71.0,53.0
20160927,75.0,48.0
20160928,63.0,49.0
20160929,67.0,50.0
20160930,67.0,52.0
20161001,69.0,53.0
20161002,74.0,53.0
20161003,75.0,51.0
20161004,80.0,52.0
20161005,81.0,57.0
20161006,83.0,59.0
20161007,81.0,54.0
20161008,69.0,47.0
20161009,68.0,44.0
20161010,70.0,43.0
20161011,74.0,47.0
20161012,78.0,47.0
20161013,67.0,41.0
20161014,65.0,41.0
20161015,79.0,47.0
20161016,81.0,55.0
20161017,84.0,62.0
20161018,82.0,69.0
20161019,79.0,64.0
20161020,66.0,54.0
20161021,57.0,46.0
20161022,58.0,41.0
20161023,73.0,40.0
20161024,65.0,40.0
20161025,60.0,36.0
20161026,67.0,39.0
20161027,65.0,45.0
20161028,66.0,41.0
20161029,79.0,43.0
20161030,78.0,54.0
20161031,63.0,50.0
20161101,82.0,50.0
20161102,81.0,50.0
20161103,71.0,48.0
20161104,57.0,40.0
20161105,61.0,35.0
20161106,67.0,35.0
20161107,69.0,36.0
20161108,59.0,41.0
20161109,54.0,33.0
20161110,60.0,33.0
20161111,61.0,34.0
20161112,54.0,26.0
20161113,59.0,26.0
20161114,60.0,26.0
20161115,62.0,30.0
20161116,63.0,32.0
20161117,73.0,34.0
20161118,77.0,43.0
20161119,67.0,35.0
20161120,39.0,28.0
20161121,44.0,25.0
20161122,43.0,24.0
20161123,53.0,29.0
20161124,51.0,41.0
20161125,44.0,39.0
20161126,45.0,31.0
20161127,50.0,24.0
20161128,54.0,37.0
20161129,63.0,47.0
20161130,62.0,42.0
20161201,45.0,33.0
20161202,41.0,34.0
20161203,42.0,34.0
20161204,44.0,34.0
20161205,44.0,36.0
20161206,44.0,34.0
20161207,40.0,28.0
20161208,34.0,23.0
20161209,28.0,19.0
20161210,32.0,18.0
20161211,42.0,29.0
20161212,43.0,29.0
20161213,33.0,27.0
20161214,28.0,11.0
20161215,18.0,5.0
20161216,33.0,11.0
20161217,61.0,32.0
20161218,36.0,19.0
20161219,23.0,12.0
20161220,39.0,11.0
20161221,40.0,21.0
20161222,43.0,23.0
20161223,42.0,22.0
20161224,46.0,38.0
20161225,49.0,38.0
20161226,71.0,48.0
20161227,53.0,31.0
20161228,47.0,23.0
20161229,46.0,32.0
20161230,38.0,28.0
20161231,44.5,28.5
20170101,45.0,28.0
20170102,56.0,42.0
20170103,57.0,42.0
20170104,42.0,21.0
20170105,24.0,14.5
20170106,16.0,6.0
20170107,14.0,3.0
20170108,22.0,6.0
20170109,35.5,16.5
20170110,53.0,35.5
20170111,62.0,28.0
20170112,67.0,35.0
20170113,38.0,32.0
20170114,36.0,32.0
20170115,38.0,32.0
20170116,52.0,37.0
20170117,63.0,44.0
20170118,45.0,37.0
20170119,50.0,36.0
20170120,61.5,42.5
20170121,64.0,42.0
20170122,63.0,41.0
20170123,56.5,44.0
20170124,45.5,36.0
20170125,59.0,33.0
20170126,42.0,32.0
20170127,36.0,29.0
20170128,35.0,26.0
20170129,34.0,25.0
20170130,34.0,20.5
20170131,47.0,30.0
20170201,43.5,35.0
20170202,37.5,25.0
20170203,30.5,16.0
20170204,37.0,12.0
20170205,53.0,27.0
20170206,61.0,25.0
20170207,61.0,51.0
20170208,51.0,30.0
20170209,31.0,15.5
20170210,25.7,11.5
20170211,30.3,12.0
20170212,21.3,9.0
20170213,22.1,12.1
20170214,36.1,21.1
20170215,40.8,25.8
20170216,37.2,26.4
20170217,44.4,30.6
20170218,72.6,42.6
20170219,74.3,45.1
20170220,63.3,44.0
20170221,54.2,32.7
20170222,57.8,32.6
20170223,60.8,34.5
20170224,39.3,32.8
20170225,37.6,31.5
20170226,56.0,28.4
20170227,67.2,38.2
20170228,63.5,39.6
20170301,56.3,31.7
20170302,40.7,26.2
20170303,39.0,29.0
20170304,39.3,30.2
20170305,41.1,28.9
20170306,55.4,38.9
20170307,64.4,41.5
20170308,74.6,49.7
20170309,73.1,56.6
20170310,63.2,55.7
20170311,60.2,45.6
20170312,70.1,49.4
20170313,63.9,56.7
20170314,72.2,52.5
20170315,77.6,59.2
20170316,73.1,54.9
20170317,67.0,40.0
20170318,64.8,33.8
20170319,50.3,36.8
20170320,46.5,28.2
20170321,52.6,31.8
20170322,70.2,33.2
20170323,68.1,55.2
20170324,76.2,51.2
20170325,50.6,36.0
20170326,69.2,33.1
20170327,79.5,38.2
20170328,52.9,47.3
20170329,61.4,38.0
20170330,77.9,37.4
20170331,70.3,55.7
20170401,67.2,49.5
20170402,58.9,33.9
20170403,60.8,28.4
20170404,64.2,36.1
20170405,49.2,32.4
20170406,66.2,39.1
20170407,50.5,38.5
20170408,49.2,31.6
20170409,44.3,31.0
20170410,63.5,28.5
20170411,62.3,41.5
20170412,54.6,34.0
20170413,65.1,35.5
20170414,69.6,36.8
20170415,79.2,40.6
20170416,80.0,47.0
20170417,85.8,48.9
20170418,85.6,49.6
20170419,87.6,53.7
20170420,84.6,54.4
20170421,78.9,57.8
20170422,73.5,59.4
20170423,72.6,47.4
20170424,81.3,43.6
20170425,83.4,50.9
20170426,85.8,64.0
20170427,66.0,52.1
20170428,84.5,59.9
20170429,71.9,59.9
20170430,66.2,55.9
20170501,84.1,60.1
20170502,69.0,61.1
20170503,62.3,52.6
20170504,64.5,45.4
20170505,59.8,43.9
20170506,75.8,43.3
20170507,80.4,46.5
20170508,65.3,44.9
20170509,64.0,52.7
20170510,75.6,58.8
20170511,86.0,59.6
20170512,81.2,60.0
20170513,74.0,56.1
20170514,62.4,48.0
20170515,61.6,40.2
20170516,65.8,33.9
20170517,62.1,53.0
20170518,75.3,52.0
20170519,72.7,43.8
20170520,73.2,48.6
20170521,71.9,53.4
20170522,82.3,47.9
20170523,77.5,49.5
20170524,85.7,53.4
20170525,87.2,59.4
20170526,85.4,65.8
20170527,88.1,65.5
20170528,94.4,70.0
20170529,92.8,67.8
20170530,93.9,66.6
20170531,95.6,66.0
20170601,92.5,64.1
20170602,85.9,64.6
20170603,91.7,67.8
20170604,82.9,69.5
20170605,85.6,66.1
20170606,88.1,66.9
20170607,81.9,53.2
20170608,76.8,54.1
20170609,85.2,51.2
20170610,86.9,58.7
20170611,93.4,63.8
20170612,94.2,73.4
20170613,91.9,57.0
20170614,95.2,63.3
20170615,91.5,67.3
20170616,91.0,68.5
20170617,92.7,69.3
20170618,88.2,64.9
20170619,92.2,63.8
20170620,92.6,72.8
20170621,95.1,67.8
20170622,80.7,62.6
20170623,91.2,70.2
20170624,88.3,68.8
20170625,99.0,66.9
20170626,97.5,71.3
20170627,96.0,76.6
20170628,89.6,68.1
20170629,82.1,59.5
20170630,89.0,58.4
20170701,86.2,61.2
20170702,86.8,56.7
20170703,70.7,66.4
20170704,83.4,68.3
20170705,87.8,69.7
20170706,93.1,67.8
20170707,91.5,75.8
20170708,86.7,69.9
20170709,91.0,68.0
20170710,88.8,66.3
20170711,92.0,66.4
20170712,96.0,72.0
20170713,99.0,72.1
20170714,90.1,67.6
20170715,94.0,73.9
20170716,91.5,65.3
20170717,90.0,63.6
20170718,95.6,71.8
20170719,93.8,70.9
20170720,94.7,68.1
20170721,96.9,67.2
20170722,93.4,77.3
20170723,98.5,76.3
20170724,102.2,74.2
20170725,101.3,83.2
20170726,91.4,74.5
20170727,92.4,75.2
20170728,91.6,74.7
20170729,95.3,70.4
20170730,92.3,73.7
20170731,94.7,74.2
20170801,93.2,72.8
20170802,96.7,70.6
20170803,89.0,72.0
20170804,96.8,71.8
20170805,90.7,76.9
20170806,91.1,68.4
20170807,94.4,67.5
20170808,90.3,65.4
20170809,90.5,70.6
20170810,92.3,75.2
20170811,91.1,78.8
20170812,94.9,78.4
20170813,95.2,78.8
20170814,87.3,76.5
20170815,87.8,74.5
20170816,89.5,74.3
20170817,84.0,70.1
20170818,90.5,74.4
20170819,89.8,70.4
20170820,86.4,69.3
20170821,84.6,63.7
20170822,81.1,60.9
20170823,88.8,63.5
20170824,88.5,64.2
20170825,98.2,75.2
20170826,96.3,73.5
20170827,94.5,76.2
20170828,97.1,75.7
20170829,97.2,69.9
20170830,93.5,71.4
20170831,93.0,72.6
20170901,81.0,62.9
20170902,85.0,60.6
20170903,87.2,62.4
20170904,86.9,58.0
20170905,93.2,63.4
20170906,97.0,67.6
20170907,94.9,74.8
20170908,91.8,76.2
20170909,95.2,75.7
20170910,90.2,68.4
20170911,80.1,56.5
20170912,83.8,59.1
20170913,85.1,55.5
20170914,86.6,58.1
20170915,83.4,64.8
20170916,88.4,65.1
20170917,86.7,69.3
20170918,89.8,73.1
20170919,92.5,66.1
20170920,92.7,59.3
20170921,94.8,58.2
20170922,95.3,60.6
20170923,92.3,64.6
20170924,90.3,70.7
20170925,93.5,66.6
20170926,73.7,57.4
20170927,80.5,51.5
20170928,63.9,51.4
20170929,71.7,51.6
20170930,67.6,56.3
20171001,74.3,53.9
20171002,76.1,57.2
20171003,76.2,54.0
20171004,81.9,56.1
20171005,82.9,58.7
20171006,83.6,61.2
20171007,86.2,59.4
20171008,70.2,47.3
20171009,69.2,45.9
20171010,74.5,45.7
20171011,75.2,50.9
20171012,80.1,49.7
20171013,72.4,41.5
20171014,66.1,43.7
20171015,79.6,48.3
20171016,88.6,55.0
20171017,84.4,67.2
20171018,88.2,70.2
20171019,85.5,66.3
20171020,68.7,59.0
20171021,61.1,50.2
20171022,61.0,43.4
20171023,74.1,40.2
20171024,70.8,43.4
20171025,61.4,37.6
20171026,68.7,39.5
20171027,65.9,48.7
20171028,70.0,44.4
20171029,82.9,43.9
20171030,78.6,54.4
20171031,63.6,54.5
20171101,85.1,52.6
20171102,87.6,52.4
20171103,71.9,48.1
20171104,62.0,41.9
20171105,65.1,36.0
20171106,68.4,35.7
20171107,70.6,37.6
20171108,63.1,44.7
20171109,59.4,33.3
20171110,63.5,33.3
20171111,63.4,35.6
20171112,56.0,27.8
20171113,59.2,28.0
20171114,65.9,26.1
20171115,66.6,31.1
20171116,65.2,34.6
20171117,74.6,34.4
20171118,77.5,43.6
20171119,68.0,36.2
20171120,39.1,28.6
20171121,46.6,25.4
20171122,46.7,25.3
20171123,55.7,31.8
20171124,55.5,43.0
20171125,46.7,42.6
20171126,46.3,32.2
20171127,51.2,25.8
20171128,57.9,40.2
20171129,65.0,50.9
20171130,65.1,42.8
20171201,45.1,34.8
20171202,41.3,37.0
20171203,42.7,35.2
20171204,47.7,36.6
20171205,46.1,37.5
20171206,44.6,34.4
20171207,41.3,28.7
20171208,34.1,25.0
20171209,28.9,19.1
20171210,34.9,18.8
20171211,43.4,31.3
20171212,47.2,29.8
20171213,36.3,29.2
20171214,29.6,11.9
20171215,18.3,5.5
20171216,33.7,11.4
20171217,61.0,34.1
20171218,38.3,19.1
20171219,24.9,12.3
20171220,40.9,11.6
20171221,40.2,21.3
20171222,45.5,23.5
20171223,43.0,24.1
20171224,49.1,38.5
20171225,52.5,38.3
20171226,74.4,51.4
20171227,53.1,31.8
20171228,49.1,24.2
20171229,48.5,34.7
20171230,38.3,29.0
20171231,48.7,29.0
20180101,49.3,28.3
20180102,58.0,44.3
20180103,58.4,42.8
20180104,45.0,21.8
20180105,25.4,15.9
20180106,16.0,6.1
20180107,15.1,3.2
20180108,24.0,6.4
20180109,36.7,16.5
20180110,55.1,38.6
20180111,66.9,30.1
20180112,70.7,35.0
20180113,38.8,34.2
20180114,39.6,33.8
20180115,40.4,32.9
20180116,53.9,37.5
20180117,63.6,45.5
20180118,46.0,39.6
20180119,53.2,37.4
20180120,63.5,44.8
20180121,70.2,45.0
20180122,69.2,43.6
20180123,60.7,45.3
20180124,47.9,38.0
20180125,60.0,34.2
20180126,44.9,33.5
20180127,38.8,31.1
20180128,35.2,28.0
20180129,36.3,26.8
20180130,36.2,21.5
20180131,51.2,31.1
20180201,45.5,35.5
20180202,39.1,26.5
20180203,32.2,17.0
20180204,39.1,12.3
20180205,55.2,28.4
20180206,63.9,25.4
20180207,61.2,55.3
20180208,55.6,31.9
20180209,33.7,16.2
20180210,27.3,12.6
20180211,30.5,12.2
20180212,22.5,9.6
20180213,23.8,12.9
20180214,39.1,22.9
20180215,41.6,26.7
